title,price,transaction_type,governorate,delegation,area_m2,bedrooms,bathrooms,subcategory,publisher_name,is_shop,published_on,description,detail_url
À LOUER – Un S+1 d’exception pour un cadre de vie unique Menzah 9C,1250.0,À Louer,Ariana,Ariana Ennasr 1,140,1,1,flat,ghayloun immo,False,2025-10-02,"A LOUER – Un S+1 d’exception pour un cadre de vie unique Menzah 9C ✅ Caracteristiques : ✔ Place de parking au sous-sol ✔ Cuisine independante equipee : plaque, hotte, four, refrigerateur ✔ Usage exclusivement habitation 💰 Loyer : 1 250 / mois sans place de parking sous sol 💰 Loyer : 1 350 / mois avec place de parking sous sol contacter : +216 50 179 579",https://www.houni.tn/en/property/rent/flat/ariana/kalaat-el-andalous/pont-de-bizerte/a-louer-–-un-s+1-d’exception-pour-un-cadre-de-vie/bzli6a
Location annuelle rez-de-chaussée en S+2  avec jardin à Khézema,1.2,À Louer,Tunis,Khzema  est,120,2,1,house,immobiliere Internationale,False,2025-10-01,"A louer a l’annee – Rez-de-chaussee S2 de villa avec jardin a Khezema Situe dans un quartier calme et securise, ce rez-de-chaussee de villa est propose sans meuble et exclusivement pour client etranger Prix de location : 1200 dt / le mois Soyez les bienvenus 🙂a notre agence Immobiliere internationale Tunisie ou bien contacter : ☎ 55 528 102 ☎53 528 889 ☎ 73 242 044 Site web : https://www.immo-internationale.com.tn E-mail : immo.internationale@gmail.com",https://www.houni.tn/en/property/rent/house/tunis/bab-el-bhar/lac-de-tunis/location-annuelle-rez-de-chaussee-en-s+2-avec-jar/5ps1uj
A louer S+2 RDC Entrée indépendante à Khzema,1.3,À Louer,Sousse,Khzema Sousse,120,2,1,flat,immobiliere Internationale,False,2025-05-23,"l’immobiliere internationale -Tunisie propose pour la location annuelle une spacieux appartement RDC avec une entree independante de type S+2 a Khzema Est pres de Carrefour . Il est compose : ✅Une grande salon spacieux ✅ Deux chambres a coucher ✅ Une chambre de Dressing ✅ Un grand terrasse ✅ Une Cuisine bien equipee ✅ Une salle de bain Cet appartement est bien equipee par un climatiseur , Chauffage Centrale et Garage. Prix : 1300 DT / mois Pour plus d’information contactez : ☎ 55 528 102 Viber et Whatsapp ☎53 528 889 ☎ 73 242 044 📍 https://www.immo-internationale.com.tn 📧 immo.internationale@gmail.com",https://www.houni.tn/en/property/rent/flat/sousse/sousse-medina/bou-jaafer/a-louer-s+2-rdc-entree-independante-a-khzema/x1bej
Location annuelle un sublime penthouse de 200m² à Khzema EST,2.1,À Louer,Sousse,Khzema  est,200,2,1,flat,immobiliere Internationale,False,2025-10-01,"L’IMMO Internationale presente pour la location, un sublime penthouse de 200m²💒 bien meuble ,occupe le 6eme etage d’une residence securisee situee a Khzema EST📌, Sousse dote d’une grande terrasse offrant une jolie vue sur mer 💰Prix : 2100 DT/mois. ☎53 528 889 / 55 528 102 Viber et Whatsapp ☎ 73 242 044 📍 https://www.immo-internationale.com.tn 📧 immo.internationale@gmail.com",https://www.houni.tn/en/property/rent/flat/sousse/kalaa-kebira/essed-ouest/location-annuelle-un-sublime-penthouse-de-200m²-a/0g5p0h
"Location annuelle : Appartement S+1 Haut Standing à AFH Mrezga, Cité El Wafa, Nabeul",1200.0,À Louer,Nabeul,AFH Mrezga,70,1,1,flat,Leboulevard Immobilier,False,2025-09-29,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 1256a Un appartement S+1 haut standing meuble dans une residence bien securisee situee a AFH Mrezge, cite El Wafa, Nabeul. Il se compose d'un salon ayant un balcon une cuisine bien equipee (Plaque, hotte, four, refrigerateur, machine a laver…), salle d’eau et une chambre a coucher avec dressing. • 2 Climatiseurs • Chauffage central • Place de parking sous-sol • Ascenseur • Piscine collective • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salle de sport…) • Prix : 1 200DT / mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/118363-appartement-s1-a-afh-mrezga-cite-el-wafa-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/location-annuelle-appartement-s+1-haut-standing/m51hq9
A louer appartement s+1 panorama en plein zone touristique,550.0,À Louer,Mahdia,Mahdia Zone Touristique,65,1,1,flat,orpi  el hana,False,2025-09-23,‼𝑳𝙊𝑪𝘼𝑻𝙄𝑶𝙉 𝙎𝑪𝙊𝑳𝘼𝑰𝙍𝑬 ‼ 𝓼+1 𝓹𝓻𝓸𝓬𝓱𝓮 𝓭𝓮 𝓵𝓪 𝓶𝓮𝓻 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 💥𝐑𝐞𝐟𝐞𝐫𝐞𝐧𝐜𝐞: HO19212 ✅ salon 🛋⛱; ✅cuisine 🍝 ✅1Chambre 🛏 ✅salles de bain 🛁 ✅3 eme etage 💷#Prix: 550 par mois frais inclus (sans frais),https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/a-louer-appartement-s+1-panorama-en-plein-zone-tou/3ibzkr
à louer pour la saison scolaire app s+1 rz fatimides,600.0,À Louer,Mahdia,Mahdia Zone Touristique,65,1,1,flat,orpi  el hana,False,2025-09-23,‼𝑳𝙊𝑪𝘼𝑻𝙄𝑶𝙉 𝙎𝑪𝙊𝑳𝘼𝑰𝙍𝑬 ‼ 𝓼+1 𝓹𝓻𝓸𝓬𝓱𝓮 𝓭𝓮 𝓵𝓪 𝓶𝓮𝓻 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 📣𝑻𝒐𝒖𝒋𝒐𝒖𝒓𝒔 𝒍𝒆𝒔 𝒃𝒐𝒏 𝒑𝒍𝒂𝒏 𝒑𝒐𝒖𝒓 𝐋𝐨𝐜𝐚𝐭𝐢𝐨𝐧 𝐬𝐜𝐨𝐥𝐚𝐢𝐫𝐞 𝒂𝒗𝒆𝒄 #𝑨𝒈𝒆𝒏𝒄𝒆_𝑬𝒍_𝑯𝒂𝒏𝒂_𝒐𝒓𝒃𝒊 👉 💥𝐑𝐞𝐟𝐞𝐫𝐞𝐧𝐜𝐞: HO22128 ✅ salon 🛋⛱; ✅cuisine 🍝 ✅1 Chambre 🛏 ✅1 salles de bain 🛁 ✅4 eme etage ✅climatise ✅gardien jour et nuit 👀👮‍♀ 💷#Prix: 600 par #mois 💵,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/a-louer-pour-la-saison-scolaire-app-s+1-rz-fatimid/umx5x6
à louer appartement s+1 rz ayed proche de la plage à mahdia,500.0,À Louer,Mahdia,Mahdia Zone Touristique,75,1,1,flat,orpi  el hana,False,2025-09-23,‼𝑳𝙊𝑪𝘼𝑻𝙄𝑶𝙉 𝙎𝑪𝙊𝑳𝘼𝑰𝙍𝑬 ‼ 𝓼+1 𝓹𝓻𝓸𝓬𝓱𝓮 𝓭𝓮 𝓵𝓪 𝓶𝓮𝓻 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 💥𝐑𝐞𝐟𝐞𝐫𝐞𝐧𝐜𝐞: HO18454 ✅ 1 er etage ✅ Ascenseur ✅ salon 🛋⛱; ✅ kitchenette 🍝 ✅ Chambre 🛏 ✅ salles de bain 🛁 ✅ Climatiseur ✅ securisee👀👮‍♀ ✅ proche de la #faculte 💷#Prix: 500 d par mois ⭕ pour tous #renseignements merci de contacter l’#agence sur ?52950169?,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/a-louer-appartement-s+1-rz-ayed-proche-de-la-plage/mskgy
appartement s+1 de charme proche de la plage et vue mer,600.0,À Louer,Mahdia,Mahdia Zone Touristique,75,1,1,flat,orpi  el hana,False,2025-09-23,‼𝑳𝙊𝑪𝘼𝑻𝙄𝑶𝙉 𝙎𝑪𝙊𝑳𝘼𝑰𝙍𝑬 ‼ 𝓼+1 𝓹𝓲𝓮𝓭 𝓭𝓪𝓷𝓼 𝓵’𝓮𝓪𝓾 📍𝐜𝐨𝐫𝐧𝐢𝐜𝐡𝐞 𝗺𝗮𝗵𝗱𝗶𝗮 💥𝐑𝐞𝐟𝐞𝐫𝐞𝐧𝐜𝐞:HO18509 ✅ salon 🛋⛱; ✅ cuisine 🍝 ✅ 1 Chambre 🛏 ✅ salles de bain 🛁 ✅ 4 eme etage 💷#Prix: 600 d par mois ⭕pour plus de renseignement merci de nous contacter sur🧏‍♀ 52950169 et bienvenue,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/appartement-s+1-de-charme-proche-de-la-plage-et-vu/l6zpdv
appartement s+2 neuf trés haut standing pour la location à mahdia,750.0,À Louer,Mahdia,Mahdia Zone Touristique,102,2,1,flat,orpi  el hana,False,2025-09-23,‼𝑳𝑶𝑪𝑨𝑻𝑰𝑶𝑵 𝙎𝑪𝙊𝑳𝘼𝑰𝙍𝑬 ‼ 𝓼+2 𝓹𝓻𝓸𝓬𝓱𝓮 𝓭𝓮 𝓵𝓪 𝓶𝓮𝓻 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 #𝑨𝒈𝒆𝒏𝒄𝒆_𝑬𝒍_𝑯𝒂𝒏𝒂_𝒐𝒓𝒃𝒊 📣 💥𝐑𝐞𝐟𝐞𝐫𝐞𝐧𝐜𝐞: HO22110 ✅ salon 🛋⛱; ✅cuisine 🍝 ✅2 Chambres 🛏 ✅salles de bain 🛁 ✅2 eme etage ✅gardien jour et nuit 👀👮‍♀ 💷#Prix: 750 d par mois ⭕ pour plus d’informations merci de contacter l’#agence sur ?52950169,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/appartement-s+2-neuf-tres-haut-standing-pour-la-lo/xfr5ha
"Pour location scolaire, appartement S+2 neuf avec parking sous-sol",1000.0,À Louer,Mahdia,Mahdia Zone Touristique,100,2,1,flat,orpi  el hana,False,2025-09-23,‼#2026 𝒍𝒐𝒄𝒂𝒕𝒊𝒐𝒏 𝒔𝒄𝒐𝒍𝒂𝒊𝒓𝒆 ‼ 𝓼+2 𝓹𝓻𝓸𝓬𝓱𝓮 𝓭𝓮 𝓵𝓪 𝓶𝓮𝓻 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 ✅ salon 🛋⛱; ✅ cuisine 🍝 ✅ 2 Chambres 🛏 ✅ salles de bain 🛁 ✅2eme etage ✅Parking sous sol ✅climatise ✅ Ascenseur ✅gardien jour et nuit 👀👮‍♀ 💷#Prix: 1000 d par mois 𝗱’𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻𝘀 📞5𝟐9𝟓0𝟏6𝟗,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/pour-location-scolaire-appartement-s+2-neuf-avec/4dprug
a l’année s+2 sur la route principale à borj arif mahdia,700.0,À Louer,Mahdia,borj arif mahdia,102,2,1,flat,orpi  el hana,False,2025-09-23,‼𝑳𝑶𝑪𝑨𝑻𝑰𝑶𝑵 𝑨𝑵𝑵𝑼𝑬𝑳𝑳𝑬 ‼ 𝓼+2 𝓈𝓊𝓇 𝓁𝒶 𝓇ℴ𝓊𝓉ℯ 𝓅𝓇𝒾𝓃𝒸𝒾𝓅𝒶𝓁ℯ 📍𝗯𝗼𝗿𝗷 𝗮𝗿𝗶𝗳 𝗺𝗮𝗵𝗱𝗶𝗮 #𝑨𝒈𝒆𝒏𝒄𝒆_𝑬𝒍_𝑯𝒂𝒏𝒂_𝒐𝒓𝒃𝒊 📣 💥𝐑𝐞𝐟𝐞𝐫𝐞𝐧𝐜𝐞: ✅salon spacieux ouvert sur balcon ✅ cuisine🍝 ✅ 02 Chambres a coucher 🛏 🛏 ✅ salle de bain 🛁 ✅ 2eme etage ✅ neuf ✅ chauffee ✅ Sur la route Principale 💷#Prix: 700 d par mois,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/a-l’annee-s+2-sur-la-route-principale-a-borj-arif/698vj
"Location Annuelle : Appartement S+1 Haut Standing à AFH Mrezga, Cité El Wafa, Nabeul",1200.0,À Louer,Nabeul,AFH Mrezga,70,1,1,flat,Leboulevard Immobilier,False,2025-09-24,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 1256a Un appartement S+1 haut standing meuble dans une residence bien securisee situee a AFH Mrezge, cite El Wafa, Nabeul. Il se compose d'un salon ayant un balcon une cuisine bien equipee (Plaque, hotte, four, refrigerateur, machine a laver…), salle d’eau et une chambre a coucher avec dressing. • 2 Climatiseurs • Chauffage central • Place de parking sous-sol • Ascenseur • Piscine collective • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salle de sport…) • Prix : 1 200DT / mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992| 55982862 | 22232885 WhatsApp (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/118363-appartement-s1-a-afh-mrezga-cite-el-wafa-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/location-annuelle-appartement-s+1-haut-standing/aidtjz
"A Louer Villa S+3 Haut Standing Avec Jardin à Oued Souhil, Nabeul",3500.0,À Louer,Nabeul,Oued Souhil,250,3,1,house,Leboulevard Immobilier,False,2025-09-24,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 1234a Une villa haut standing meublee situee a Oued Souhil, Nabeul Elle se compose d’un spacieux salon donnant sur le jardin, salle a manger, 3 chambres a coucher avec dressing, salle d’eau, une cuisine bien equipee (plaque, hotte, four, refrigerateur…) et abri de voiture. A l’etage un studio independant S+1 (vide) avec terrasse • Climatiseur • Chauffage central • Abri pour 2 voitures • 05 minutes de la plage en voiture • Cameras de surveillance • Pres de toutes les commodites (Magasin, Restaurant, salon de the, salle de sport …) • Grand Jardin • Abri de voiture • Prix : 3 500DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 29698992 |55982862 | 22232885 WhatsApp : (216) 29698992| (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/115858-villa-s3-haut-standing-meublee-situee-a-oued-souhil-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/bir-challouf/a-louer-villa-s+3-haut-standing-avec-jardin-a-oued/t7m7g7
A l’année s+1 haut standing en plein zone touristique,850.0,À Louer,Mahdia,Mahdia Zone Touristique,59,1,1,flat,orpi  el hana,False,2025-09-23,‼𝑳𝑶𝑪𝑨𝑻𝑰𝑶𝑵 𝑨𝑵𝑵𝑼𝑬𝑳𝑳𝑬 ‼ 𝓼+1 𝓹𝓻𝓸𝓬𝓱𝓮 𝓭𝓮 𝓵𝓪 𝓶𝓮𝓻 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 #𝑨𝒈𝒆𝒏𝒄𝒆_𝑬𝒍_𝑯𝒂𝒏𝒂_𝒐𝒓𝒃𝒊 📣 ✅salon ouvert sur balcon ✅ kitchenette 🍝 ✅ Chambre a coucher avec placard 🛏 ✅ salle d’eau 🛁 ✅ 2eme etage ✅ neuf ✅ chauffee ✅ Climatisee 💷#Prix: 850 d par mois ➡𝗣𝗼𝘂𝗿 𝗽𝗹𝘂𝘀 𝗱’𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻𝘀 📞5𝟐9𝟓0𝟏6𝟗,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/a-l’annee-s+1-haut-standing-en-plein-zone-touristi/7e7ag8
a louer s+2 vue mer avec place parking sous sol,1000.0,À Louer,Mahdia,Mahdia Zone Touristique,101,2,2,flat,orpi  el hana,False,2025-09-23,‼𝑳𝙤𝒄𝙖𝒕𝙞𝒐𝙣 #𝐬𝐜𝐨𝐥𝐚𝐢𝐫𝐞 #2026 ‼ 𝓼+2 𝓿𝓾𝓮 𝓼𝓾𝓻 𝓶𝓮𝓻 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 ✅ salon ouvert sur balcon vue mer 🛋⛱; ✅kitchenette 🍝 ✅ Chambre a coucher avec suite 🛏 🛁 ✅ Chambre enfant 🛏 ✅ 02 salles d’eau ✅2eme etage ✅chauffee ✅climatisee ✅parking sous sol 💷#Prix:1000 d par mois ➡𝗣𝗼𝘂𝗿 𝗽𝗹𝘂𝘀 𝗱’𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻𝘀 📞5𝟐9𝟓0𝟏6𝟗,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/a-louer-s+2-vue-mer-avec-place-parking-sous-sol/9y0sgj
"À louer pour location scolaire, S+1 neuf vue sur Mahdia",650.0,À Louer,Mahdia,Mahdia Zone Touristique,70,1,1,flat,orpi  el hana,False,2025-09-23,‼𝑳𝙤𝒄𝙖𝒕𝙞𝒐𝙣 #𝐬𝐜𝐨𝐥𝐚𝐢𝐫𝐞 #2026 ‼ 𝓼+1 𝓿𝓾𝓮 𝓼𝓾𝓻 𝓶𝓮𝓻 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 ✅ salon ouvert sur balcon 🛋⛱; ✅kitchenette 🍝 ✅ Chambre a coucher 🛏 ✅salles d’eau 🛁 ✅3 eme etage ✅ climatise ✅ Ascenseur ✅gardien jour et nuit 👀👮‍♀ 💷#Prix: 650 d par mois ➡𝗣𝗼𝘂𝗿 𝗽𝗹𝘂𝘀 𝗱’𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻𝘀 📞5𝟐9𝟓0𝟏6𝟗,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/a-louer-pour-location-scolaire-s+1-neuf-vue-sur-m/wy0525
à louer Appartement S+2 neuf pour toute l’année,1200.0,À Louer,Mahdia,Mahdia Zone Touristique,85,2,1,flat,orpi  el hana,False,2025-09-23,‼𝑳𝑶𝑪𝑨𝑻𝑰𝑶𝑵 𝑨𝑵𝑵𝑼𝑬𝑳𝑳𝑬 ‼ 𝓼+2 𝓹𝓻𝓸𝓬𝓱𝓮 𝓭𝓮 𝓵𝓪 𝓶𝓮𝓻 📍𝘇𝗼𝗻𝗲 𝘁𝗼𝘂𝗿𝗶𝘀𝘁𝗶𝗾𝘂𝗲 𝗺𝗮𝗵𝗱𝗶𝗮 #𝑨𝒈𝒆𝒏𝒄𝒆_𝑬𝒍_𝑯𝒂𝒏𝒂_𝒐𝒓𝒃𝒊 📣 💥𝐑𝐞𝐟𝐞𝐫𝐞𝐧𝐜𝐞: HO27994 ✅ salon 🛋⛱; ✅cuisine 🍝 ✅2 Chambres 🛏 ✅1 salles de bain 🛁 ✅rdc ✅Parking sous sol ✅gardien jour et nuit 👀👮‍♀ 💷#Prix: 1200 d par mois ➡𝗣𝗼𝘂𝗿 𝗽𝗹𝘂𝘀 𝗱’𝗶𝗻𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻𝘀 📞5𝟐9𝟓0𝟏6𝟗,https://www.houni.tn/en/property/rent/flat/mahdia/mahdia/mahdia/a-louer-appartement-s+2-neuf-pour-toute-l’annee/z93vv8
Loc s1 semi meublé au coeur du centre ville,650.0,À Louer,Tunis,Avenue Aziz tej,55,1,1,flat,Ilyes Ezzar,False,2025-09-22,"Appartement semi meuble disponible ( videos whasps 'up) Appartement a louer au coeur du centre ville, a deux pas du Palmarium, a proximite du metro, bus, taxis et train. Commodites proches : centres de loisirs, restaurants, fast foods, grandes surfaces, marche central, municipalite, banques, poste, ministeres. Type : S+1 (chambre a coucher, salon, cuisine, salle de bain, cour interieure individuelle) Etat : travaux de peinture deja entame Mobilier inclus : lit, table, 2 bancs, banc 2 places, meuble penderie, refrigerateur, chauffe-eau a gaz. Possibilite d ajouter vos propres meubles (espace disponible). Loyer : 650 DT / mois + 1 mois de caution Eau + electricite inclus jusqu a 50 DT/mois (au dela, surplus facture). Conditions : Location pour homme uniquement Revenu stable exige Paiement du loyer par virement bancaire apprecie Contact WhatsApp : 99 554 087",https://www.houni.tn/en/property/rent/flat/tunis/bab-el-bhar/lac-de-tunis/loc-s1-semi-meuble-au-coeur-du-centre-ville/kloh31
